Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,Age_Group,clean_comments,polarity,sentiment
2014-08-27 15:32:09,28,Male,Germany,Unknown,No,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,fwiw I am a co founder of this company and the would you X in an interview questions shouldn't reflect how I would treat anyone addressing their own phys/mental health issue to me in such a situation. ,26-35,fwiw i am a co founder of this company and the would you x in an interview questions shouldn t reflect how i would treat anyone addressing their own phys mental health issue to me in such a situation,0.3,Positive
2014-08-27 15:38:32,27,Male,United States,CA,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,I talked to a psychiatrist once about taking medical leave for mental health issues with his referral. He was willing to help but warned me that I may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). I've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.,26-35,i talked to a psychiatrist once about taking medical leave for mental health issues with his referral he was willing to help but warned me that i may not want to as he s seen that sort of thing follow people throughout their tech careers word gets out even if it s confidential at work i ve been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since,0.009999999999999998,Neutral
2014-08-27 15:53:39,43,Male,United States,MA,Yes,Yes,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,So much depends upon the organization. ,36-45,so much depends upon the organization,0.2,Positive
2014-08-27 15:55:07,34,Male,United States,CA,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,Don't know,No,Now at starutp.  Previously worked at big tech company which was actually quite good at supporting mental health issues.  Still wouldn't share with bosses/other employees though as there remains a strong negative stigma.,26-35,now at starutp previously worked at big tech company which was actually quite good at supporting mental health issues still wouldn t share with bosses other employees though as there remains a strong negative stigma,0.10208333333333333,Positive
2014-08-27 15:58:23,35,Male,Netherlands,Unknown,No,Yes,No,Never,100-500,No,Yes,Yes,No,No,No,Yes,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,Nice job on the text field for gender :-),26-35,nice job on the text field for gender,0.55,Positive
2014-08-27 16:01:39,33,Male,United States,CA,No,No,No,Never,500-1000,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,Some of them,Yes,No,No,Yes,No,I currently have the best managers I've ever worked with. I don't have any issues but one of my coworkers recently did and it was handled extremely well. ,26-35,i currently have the best managers i ve ever worked with i don t have any issues but one of my coworkers recently did and it was handled extremely well,0.21875,Positive
2014-08-27 16:16:40,23,Male,Germany,Unknown,Yes,Yes,Yes,Often,26-100,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,Maybe,Yes,Yes,Maybe,Yes,Don't know,No,you rock for doing this!,18-25,you rock for doing this,0.0,Neutral
2014-08-27 16:19:05,18,Male,United Kingdom,Unknown,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,I don't have a job :D,18-25,i don t have a job d,1.0,Positive
2014-08-27 16:21:54,26,Male,Israel,MD,No,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,Israel has public health insurance for everyone. Everyone has free mental health coverage and it's quite good. So that explains some of my answers.,26-35,israel has public health insurance for everyone everyone has free mental health coverage and it s quite good so that explains some of my answers,0.25,Positive
2014-08-27 16:27:47,36,Male,United States,TX,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes,Stigma is the worst. People first language is a small step but we can't get that right.,36-45,stigma is the worst people first language is a small step but we can t get that right,-0.17857142857142858,Negative
2014-08-27 16:55:04,39,Male,United States,WA,No,No,No,Never,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,I work for an extremely supportive company and we are amazingly open about mental health issues. Employees often share their struggles with the whole team and receive a high level of support in return.,36-45,i work for an extremely supportive company and we are amazingly open about mental health issues employees often share their struggles with the whole team and receive a high level of support in return,0.15200000000000002,Positive
2014-08-27 18:13:38,28,Other,United Kingdom,Unknown,No,Yes,Yes,Rarely,100-500,No,Yes,No,Not sure,No,No,Yes,Somewhat difficult,Yes,Yes,Some of them,Some of them,Yes,No,No,Yes,I bring up my depression in interviews solely because I have a large gap on my CV due to mental health issues which could be mistaken for a gap taken to say have children which I feel would harm my chances much more. I have other MH issues I would never bring up with employers or peers.,26-35,i bring up my depression in interviews solely because i have a large gap on my cv due to mental health issues which could be mistaken for a gap taken to say have children which i feel would harm my chances much more i have other mh issues i would never bring up with employers or peers,0.07285714285714286,Positive
2014-08-27 18:39:43,25,Male,United States,CA,No,Yes,No,Don't know,500-1000,No,No,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,I'm not aware of anyone with mental health issues at work it's definitely not something that's discussed publicly. There's also a lot of other personal info I don't know about my coworkers so it may just be that we tend not to talk about personal issues.,18-25,i m not aware of anyone with mental health issues at work it s definitely not something that s discussed publicly there s also a lot of other personal info i don t know about my coworkers so it may just be that we tend not to talk about personal issues,-0.049999999999999996,Neutral
2014-08-27 18:41:00,32,Male,New Zealand,Unknown,No,No,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,I suffer from mild depression and anxiety.,26-35,i suffer from mild depression and anxiety,0.3333333333333333,Positive
2014-08-27 18:43:06,29,Male,Canada,Unknown,No,No,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,The family history question needs a don't know option.,26-35,the family history question needs a don t know option,0.0,Neutral
2014-08-27 19:13:21,33,Male,United States,NY,No,No,No,Don't know,26-100,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,I'm afraid I haven't seen mental health issues arise at work yet. They are very accommodating with maternity leave but I don't know how that translates to anything else.,26-35,i m afraid i haven t seen mental health issues arise at work yet they are very accommodating with maternity leave but i don t know how that translates to anything else,-0.16666666666666666,Negative
2014-08-27 19:45:36,31,Male,United States,CA,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,No,Some of them,No,Yes,No,No,Mental health issue I have dealt with: acute depression,26-35,mental health issue i have dealt with acute depression,0.25,Positive
2014-08-27 21:15:09,34,Male,United States,IL,No,Yes,Yes,Sometimes,26-100,Yes,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Thanks for doing this. It will help end the stigma!,26-35,thanks for doing this it will help end the stigma,0.25,Positive
2014-08-27 21:35:24,29,Male,Canada,Unknown,No,No,Yes,Never,More than 1000,No,No,Yes,Not sure,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,Don't know,Yes,For clarity I work at a casino.,26-35,for clarity i work at a casino,0.0,Neutral
2014-08-27 21:45:31,27,Male,Singapore,Unknown,No,No,No,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,Don't know,Yes,No,Some of them,Yes,No,No,No,No,Most employers / coworkers and even immediate family is not all the time supportive to discuss depression and other problems. ie. My wife thinks she should be able to make sure that I am not depressed  which is funny because sometimes depression state has nothing to do with her. ,26-35,most employers coworkers and even immediate family is not all the time supportive to discuss depression and other problems ie my wife thinks she should be able to make sure that i am not depressed which is funny because sometimes depression state has nothing to do with her,0.3541666666666667,Positive
2014-08-27 22:06:14,29,Male,United States,OH,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No,It has come to interfere with work as life progresses.Between burn out and enduring more of the work and balancing a family. Changes in my mental health have a larger pond to make ripples in.,26-35,it has come to interfere with work as life progresses between burn out and enduring more of the work and balancing a family changes in my mental health have a larger pond to make ripples in,0.13333333333333333,Positive
2014-08-27 22:35:40,35,Male,United States,TN,Yes,Yes,No,Don't know,6-25,Yes,Yes,No,No,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,The supposed divide between mental and physical health needs to done away with and probably will be as our knowledge of the brain increases. That said we are often employed for our ability to provide value. If any issue prevents is from providing value that creates a very real challenge for the employer who is responsible to shareholders and other team members who are providing value. There are no easy answers here.,26-35,the supposed divide between mental and physical health needs to done away with and probably will be as our knowledge of the brain increases that said we are often employed for our ability to provide value if any issue prevents is from providing value that creates a very real challenge for the employer who is responsible to shareholders and other team members who are providing value there are no easy answers here,0.0030555555555555522,Neutral
2014-08-27 22:55:13,30,Male,United States,WI,Yes,Yes,Yes,Often,1-5,Yes,No,No,Yes,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No,Because I'm self-employed and the only person in my organization I would have liked a not applicable option. I don't want my answers to be misleading.,26-35,because i m self employed and the only person in my organization i would have liked a not applicable option i don t want my answers to be misleading,0.3,Positive
2014-08-27 23:10:16,50,Male,United States,WY,No,No,No,Sometimes,1-5,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,I work for a very small firm that doesn't really have a dedicated H/R person. Also for the question:If you have a mental health condition do you feel that it interferes with your work?...I don't have a diagnosed mental health condition but I suspect I might have some slight depression issues. Definitely have Imposter Syndrome.,46-70,i work for a very small firm that doesn t really have a dedicated h r person also for the question if you have a mental health condition do you feel that it interferes with your work i don t have a diagnosed mental health condition but i suspect i might have some slight depression issues definitely have imposter syndrome,-0.0988095238095238,Negative
2014-08-27 23:54:08,32,Male,United States,TX,No,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,I went through a divorce and was pretty depressed I went to therapy and my boss (one of the owners) was extremely supportive. I'm not sure I would have got through that rough time with out my co-workers and boss.,26-35,i went through a divorce and was pretty depressed i went to therapy and my boss one of the owners was extremely supportive i m not sure i would have got through that rough time with out my co workers and boss,0.1,Positive
2014-08-28 00:43:40,35,Male,United States,MD,No,Yes,Yes,Rarely,100-500,Yes,No,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No,I'm diagnosed with Bipolar Disorder. My benefits for mental health exist but are terrible. The deductible is $800. I see a therapist once or twice a month at the cost of $150. The insurance company only values it at $40. My psychiatrist is $180 for 15 minutes. The insurance company values it at $80. It is IMPOSSIBLE to hit my deductible. I don't even bother making the claims.,26-35,i m diagnosed with bipolar disorder my benefits for mental health exist but are terrible the deductible is i see a therapist once or twice a month at the cost of the insurance company only values it at my psychiatrist is for minutes the insurance company values it at it is impossible to hit my deductible i don t even bother making the claims,-0.44166666666666665,Negative
2014-08-28 01:14:11,24,Male,Germany,Unknown,No,Yes,No,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Don't know,No,We don't fucking talk about it ever.,18-25,we don t fucking talk about it ever,-0.6,Negative
2014-08-28 02:17:42,34,Male,United States,CA,Yes,Yes,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some of them,No,No,No,No,thanks for what you're doing. FYI these questions dont quite work for entrepreneurs where employer == cofounders / sr mgmt / me,26-35,thanks for what you re doing fyi these questions dont quite work for entrepreneurs where employer cofounders sr mgmt me,0.2,Positive
2014-08-28 04:00:30,26,Female,Australia,Unknown,No,Yes,No,Sometimes,100-500,No,No,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No,Majority of qs on survey not relevant if you are self employed,26-35,majority of qs on survey not relevant if you are self employed,-0.2,Negative
2014-08-28 04:07:34,39,Male,United States,FL,No,No,No,Rarely,More than 1000,Yes,No,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No,I mostly suffer from social anxiety which keeps me from attending conferences. In my small dev group a big problem is a supervisor who's a workaholic and will never say no when asked to do something so he's doing the job of at least two ppl (poorly) and working crazy hours setting the tone for the test of us that work/life balance isn't important.,36-45,i mostly suffer from social anxiety which keeps me from attending conferences in my small dev group a big problem is a supervisor who s a workaholic and will never say no when asked to do something so he s doing the job of at least two ppl poorly and working crazy hours setting the tone for the test of us that work life balance isn t important,-0.07708333333333332,Negative
2014-08-28 04:16:30,34,Male,Australia,Unknown,No,Yes,No,Never,500-1000,No,No,Don't know,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,Yes,I don't have any mental health issues but for a number of years I had to care for a family member who did and I felt that I was not able to discuss or get support from friends or colleagues in the same way that I might have if they had suffered from a physical condition.,26-35,i don t have any mental health issues but for a number of years i had to care for a family member who did and i felt that i was not able to discuss or get support from friends or colleagues in the same way that i might have if they had suffered from a physical condition,-0.0875,Negative
2014-08-28 09:55:14,28,Male,Canada,Unknown,No,No,No,Don't know,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,I am a contractor so my lack of knowledge of workplace wellness stems directly from my lack of access to that material since I am not covered by it. I am aware that mental health services are available and am aware of a colleague who has taken a leave of absence to deal with mental health issues but am otherwise uninformed.,26-35,i am a contractor so my lack of knowledge of workplace wellness stems directly from my lack of access to that material since i am not covered by it i am aware that mental health services are available and am aware of a colleague who has taken a leave of absence to deal with mental health issues but am otherwise uninformed,0.11250000000000002,Positive
2014-08-28 10:18:46,31,Male,South Africa,Unknown,No,No,No,Never,100-500,Yes,Yes,No,No,No,No,No,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,Fully remote developer,26-35,fully remote developer,-0.1,Negative
2014-08-28 11:04:17,36,Male,United States,OH,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,I am a 15 year vet of the industry and I get 2 weeks of combined sick and vacation time a year and I have children to fit into that too. I've had heart problems from the stress. Fuck everything about startup culture. ,36-45,i am a year vet of the industry and i get weeks of combined sick and vacation time a year and i have children to fit into that too i ve had heart problems from the stress fuck everything about startup culture,-0.2380952380952381,Negative
2014-08-28 11:10:53,32,Male,Italy,Unknown,No,No,No,Don't know,6-25,No,Yes,No,No,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,Maybe,Maybe,No,No,Italians are somewhat behind for what concerns mental health care in the workplace.  Physical health care is very much accepted with a doctor that certifies your ailment.  Mental health is treated quite differently I believe because most people are willing to admit that physical ailments should be covered while mental ailments are almost considered non-existent in most respects.  ,26-35,italians are somewhat behind for what concerns mental health care in the workplace physical health care is very much accepted with a doctor that certifies your ailment mental health is treated quite differently i believe because most people are willing to admit that physical ailments should be covered while mental ailments are almost considered non existent in most respects,0.07363636363636364,Positive
2014-08-28 11:14:21,35,Male,United States,CA,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Since I am the CEO of my startup some of the would you feel comfortable and do you know the policy questions are interesting.  Of course I feel comfortable since no one can fire me and I know the policies because I chose them!However now I am curious if my employees know just how supportive the company would be of their mental health needs and this survey is making me realize that we probably haven't done a great job communicating that to everyone.  Thanks for doing this.,26-35,since i am the ceo of my startup some of the would you feel comfortable and do you know the policy questions are interesting of course i feel comfortable since no one can fire me and i know the policies because i chose them however now i am curious if my employees know just how supportive the company would be of their mental health needs and this survey is making me realize that we probably haven t done a great job communicating that to everyone thanks for doing this,0.325,Positive
2014-08-28 11:27:56,38,Female,United States,NC,No,Yes,Yes,Sometimes,26-100,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,I work for the state so the health plan is large and cumbersome.  I believe it covers most medical as a state benefit but I haven't seen any promotion of it.  And it's not really the same as a tech company where I am.  We are an IT department but hardly run like any tech company around.,36-45,i work for the state so the health plan is large and cumbersome i believe it covers most medical as a state benefit but i haven t seen any promotion of it and it s not really the same as a tech company where i am we are an it department but hardly run like any tech company around,0.05376984126984127,Positive
2014-08-28 11:34:36,21,Male,United States,IL,No,No,Yes,Often,More than 1000,No,No,No,Yes,No,No,No,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,Yes,I have Narcolepsy and have been fired from a job before for falling asleep standing up during a meeting. I was standing up in the back of the room so that i could pace and try to prevent myself from falling asleep. I still managed to fall asleep while standing and fell over against the wall. I was fired the next day. The worst part is this is a condition i had given months of notice about to my boss and i reminded her of it before the meeting. I worked at a hospital at the time. I would have thought that they would be more accommodating.,18-25,i have narcolepsy and have been fired from a job before for falling asleep standing up during a meeting i was standing up in the back of the room so that i could pace and try to prevent myself from falling asleep i still managed to fall asleep while standing and fell over against the wall i was fired the next day the worst part is this is a condition i had given months of notice about to my boss and i reminded her of it before the meeting i worked at a hospital at the time i would have thought that they would be more accommodating,-0.125,Negative
2014-08-28 11:36:48,31,Male,Canada,Unknown,Yes,Yes,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No,Yes,No,I feel like most of my answers were useless due to answering that I am self-employed early on. Since my employer is me... my employer does/doesn't offer mental health benefits or would I be comfortable bring it up with 'them' doesn't make sense...,26-35,i feel like most of my answers were useless due to answering that i am self employed early on since my employer is me my employer does doesn t offer mental health benefits or would i be comfortable bring it up with them doesn t make sense,0.04583333333333334,Neutral
2014-08-28 12:02:59,33,Male,United States,VA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,Yes,No,My current work situation was constructed in part because of my mental health issues. One of the reasons I'm self employed is to give me the most flexibility for coping with my mental health issues.I have been removed from a client project in the past because of a mental health condition. This was while I was an employee for a large consulting company. ,26-35,my current work situation was constructed in part because of my mental health issues one of the reasons i m self employed is to give me the most flexibility for coping with my mental health issues i have been removed from a client project in the past because of a mental health condition this was while i was an employee for a large consulting company,0.023469387755102045,Neutral
2014-08-28 12:07:28,37,Male,United Kingdom,Unknown,No,Yes,Yes,Rarely,6-25,No,Yes,No,No,No,No,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,Some of these questions are not really suitable for non US people.,36-45,some of these questions are not really suitable for non us people,-0.275,Negative
2014-08-28 13:08:36,35,Male,United States,LA,No,No,Yes,Sometimes,100-500,No,No,Yes,No,No,No,Yes,Very difficult,Yes,Maybe,No,Some of them,No,Yes,No,Yes,I work for the state government. While things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so I have to be careful about what I say and how I say it. I often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave.,26-35,i work for the state government while things are slowly changing regarding covering mental health with state employees it s just not something that is acceptable in this kind of strict environment so i have to be careful about what i say and how i say it i often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave,-0.1017857142857143,Negative
2014-08-28 13:34:57,27,Male,Switzerland,Unknown,No,Yes,No,Don't know,26-100,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,No,Thank you for your work what you do is important!,26-35,thank you for your work what you do is important,0.5,Positive
2014-08-28 13:35:25,35,Male,United States,CA,No,No,Yes,Sometimes,100-500,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,Maybe,No,Some of them,No,No,Maybe,Yes,No,It might be safe to talk about it where I am now but I don't know for sure and I err on the side of being over cautious. Struggle with depression and anxiety which sometimes affects my productivity but I try to make up / cover up for it instead of being open about it.,26-35,it might be safe to talk about it where i am now but i don t know for sure and i err on the side of being over cautious struggle with depression and anxiety which sometimes affects my productivity but i try to make up cover up for it instead of being open about it,0.3333333333333333,Positive
2014-08-28 13:48:30,40,Male,United States,WA,No,Yes,Yes,Sometimes,100-500,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,Yes,I'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!,36-45,i m comfortable talking about mental health with my current supervisor my immediate at my current job but this is a first for me,0.12250000000000001,Positive
2014-08-28 15:25:39,48,Male,United States,CA,No,Yes,No,Often,26-100,No,Yes,Don't know,No,No,No,No,Very difficult,Yes,Yes,No,Some of them,No,No,No,Yes,None of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.,46-70,none of us who are already in marginal groups in tech the non young the non male the non white will risk our careers to admit another source of stigma poor health,-0.4,Negative
2014-08-28 16:54:49,31,Male,United States,NY,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,I have been incredibly public about my own struggle in my own conversations and in social media insofar as how I can use my depression to raise awareness or help others. Because of that my employer - or any future employer - kind of knows by default. It's not a secret. That said the downside of that openness is that I have no faith that I wouldn't be discriminated against at a future job simply because the information is public. Likewise I worry I'm seen as less-than by my employer in some circumstances. Regerdless I don't regret being public and raising awareness. My point is that even those of us who do publicly discuss the issue fear systemic retribution. ,26-35,i have been incredibly public about my own struggle in my own conversations and in social media insofar as how i can use my depression to raise awareness or help others because of that my employer or any future employer kind of knows by default it s not a secret that said the downside of that openness is that i have no faith that i wouldn t be discriminated against at a future job simply because the information is public likewise i worry i m seen as less than by my employer in some circumstances regerdless i don t regret being public and raising awareness my point is that even those of us who do publicly discuss the issue fear systemic retribution,0.16944444444444448,Positive
2014-08-28 16:56:57,34,Male,United States,TN,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,No,Yes,Don't know,Yes,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,At a previous employer I witness a bad thing happen to a coworker with mental health issues get swept under the rug... :(,26-35,at a previous employer i witness a bad thing happen to a coworker with mental health issues get swept under the rug,-0.4291666666666666,Negative
2014-08-28 16:57:46,40,Male,United States,IL,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No,While not personally affected I do have immediate family with mental health illness and my employer has been very supportive. Thanks for doing this survey.,36-45,while not personally affected i do have immediate family with mental health illness and my employer has been very supportive thanks for doing this survey,0.1875,Positive
2014-08-28 17:02:29,33,Male,United States,MN,No,No,No,Don't know,100-500,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,No,No,The company I work for was started by engineers and so anything other then the engineering department has always lacked a bit. Now that we've grown things are better but I feel that overall our total benefits package (including healthcare) isn't well communicated. This reflects negatively on the mental health questions above but would also reflect negatively on any other sort of survey about the benefits. That is I don't think the company is purposefully doing less for mental health. They just aren't doing enough across the board and that includes mental health.,26-35,the company i work for was started by engineers and so anything other then the engineering department has always lacked a bit now that we ve grown things are better but i feel that overall our total benefits package including healthcare isn t well communicated this reflects negatively on the mental health questions above but would also reflect negatively on any other sort of survey about the benefits that is i don t think the company is purposefully doing less for mental health they just aren t doing enough across the board and that includes mental health,-0.0628205128205128,Negative
2014-08-28 17:10:00,39,Male,United States,KS,No,No,No,Don't know,1-5,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,No,No,Thank you for all you are doing to study this topic and raise awareness in our communities. ,36-45,thank you for all you are doing to study this topic and raise awareness in our communities,0.0,Neutral
2014-08-28 17:19:27,30,Male,United States,CA,Yes,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Yes,No,No,No,No,Maybe,Don't know,No,The main reason for the openness answers are because of an experience with my last employer. I felt I could trust my direct supervisor so I divulged information. It ended up spreading to more supervisors and eventually my coworkers. Supers highly suggested treatment but rushed things that shouldn't have been rushed and I ended up being incorrectly treated in a psych ward and mentally scarred from the issue. I lost most of my desire to program due to the experience not to mention thousands of dollars I lost - lost work time vacation time they used for treatment time doctors expenses etc. I have major depressive disorder high anxiety and mild agoraphobia. After seeing what treatment has to offer I will likely not seek it again and continue as is. (Long story short.),26-35,the main reason for the openness answers are because of an experience with my last employer i felt i could trust my direct supervisor so i divulged information it ended up spreading to more supervisors and eventually my coworkers supers highly suggested treatment but rushed things that shouldn t have been rushed and i ended up being incorrectly treated in a psych ward and mentally scarred from the issue i lost most of my desire to program due to the experience not to mention thousands of dollars i lost lost work time vacation time they used for treatment time doctors expenses etc i have major depressive disorder high anxiety and mild agoraphobia after seeing what treatment has to offer i will likely not seek it again and continue as is long story short,0.1219642857142857,Positive
2014-08-28 17:22:53,37,Male,United States,TN,No,No,No,Never,500-1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,Yes,(yes but the situation was unusual and involved a change in leadership at a very high level in the organization as well as an extended leave of absence),36-45,yes but the situation was unusual and involved a change in leadership at a very high level in the organization as well as an extended leave of absence,0.13183333333333333,Positive
2014-08-28 17:33:05,39,Male,United States,TN,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,Yes,I would add that while there were negative consequences for coworkers with mental health they were given a HUGE amount of leeway.  I think the team at large tried their best to be kind but that's how the person suffered.  The company actually gave this person a lot of help.  Which was cool.  But the team still discriminated.,36-45,i would add that while there were negative consequences for coworkers with mental health they were given a huge amount of leeway i think the team at large tried their best to be kind but that s how the person suffered the company actually gave this person a lot of help which was cool but the team still discriminated,0.2705357142857143,Positive
2014-08-28 17:39:06,40,Male,United States,TN,No,Yes,Yes,Often,500-1000,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,Don't know,No,Bipolar spectrum is tricky.,36-45,bipolar spectrum is tricky,0.0,Neutral
2014-08-28 17:47:45,34,Male,Germany,Unknown,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,Not sure,No,No,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,To be self employed helps but also brings you in touch with lots of new people that you might have to explain yourself to.,26-35,to be self employed helps but also brings you in touch with lots of new people that you might have to explain yourself to,0.13636363636363635,Positive
2014-08-28 17:47:49,50,Male,United States,VA,Yes,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,A lot of these answers aren't really applicable since I'm self employed as a sole proprietor.,46-70,a lot of these answers aren t really applicable since i m self employed as a sole proprietor,0.1,Positive
